# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| ogm         | ffv1        | vorbis      | ok          |
| ogm         | ffv1        | wmav1       | ok          |
| ogm         | ffv1        | wmav2       | ok          |
| ogm         | flv         | aac         | ok          |
| ogm         | flv         | ac3         | ok          |
| ogm         | flv         | flac        | ok          |
| ogm         | flv         | g726        | enc_failed  |
| ogm         | flv         | libamr_nb   | enc_failed  |
| ogm         | flv         | libamr_wb   | enc_failed  |
| ogm         | flv         | mp2         | ok          |
| ogm         | flv         | mp3         | ok          |
| ogm         | flv         | roq_dpcm    | enc_failed  |
| ogm         | flv         | sonic       | ok          |
| ogm         | flv         | sonicls     | ok          |
| ogm         | flv         | vorbis      | ok          |
| ogm         | flv         | wmav1       | ok          |
| ogm         | flv         | wmav2       | ok          |
| ogm         | h261        | aac         | enc_failed  |
| ogm         | h261        | ac3         | enc_failed  |
| ogm         | h261        | flac        | enc_failed  |
| ogm         | h261        | g726        | enc_failed  |
| ogm         | h261        | libamr_nb   | enc_failed  |
| ogm         | h261        | libamr_wb   | enc_failed  |
| ogm         | h261        | mp2         | enc_failed  |
| ogm         | h261        | mp3         | enc_failed  |
| ogm         | h261        | roq_dpcm    | enc_failed  |
| ogm         | h261        | sonic       | enc_failed  |
| ogm         | h261        | sonicls     | enc_failed  |
| ogm         | h261        | vorbis      | enc_failed  |
| ogm         | h261        | wmav1       | enc_failed  |
| ogm         | h261        | wmav2       | enc_failed  |
| ogm         | h263        | aac         | enc_failed  |
| ogm         | h263        | ac3         | enc_failed  |
| ogm         | h263        | flac        | enc_failed  |
| ogm         | h263        | g726        | enc_failed  |
| ogm         | h263        | libamr_nb   | enc_failed  |
| ogm         | h263        | libamr_wb   | enc_failed  |
| ogm         | h263        | mp2         | enc_failed  |
| ogm         | h263        | mp3         | enc_failed  |
| ogm         | h263        | roq_dpcm    | enc_failed  |
| ogm         | h263        | sonic       | enc_failed  |
| ogm         | h263        | sonicls     | enc_failed  |
| ogm         | h263        | vorbis      | enc_failed  |
| ogm         | h263        | wmav1       | enc_failed  |
| ogm         | h263        | wmav2       | enc_failed  |
| ogm         | h263p       | aac         | ok          |
| ogm         | h263p       | ac3         | ok          |
| ogm         | h263p       | flac        | ok          |
| ogm         | h263p       | g726        | enc_failed  |
| ogm         | h263p       | libamr_nb   | enc_failed  |
| ogm         | h263p       | libamr_wb   | enc_failed  |
| ogm         | h263p       | mp2         | ok          |
| ogm         | h263p       | mp3         | ok          |
| ogm         | h263p       | roq_dpcm    | enc_failed  |
| ogm         | h263p       | sonic       | ok          |
| ogm         | h263p       | sonicls     | ok          |
| ogm         | h263p       | vorbis      | ok          |
| ogm         | h263p       | wmav1       | ok          |
| ogm         | h263p       | wmav2       | ok          |
| ogm         | h264        | aac         | ok          |
| ogm         | h264        | ac3         | ok          |
| ogm         | h264        | flac        | ok          |
| ogm         | h264        | g726        | enc_failed  |
| ogm         | h264        | libamr_nb   | enc_failed  |
| ogm         | h264        | libamr_wb   | enc_failed  |
| ogm         | h264        | mp2         | ok          |
| ogm         | h264        | mp3         | ok          |
| ogm         | h264        | roq_dpcm    | enc_failed  |
| ogm         | h264        | sonic       | ok          |
| ogm         | h264        | sonicls     | ok          |
| ogm         | h264        | vorbis      | ok          |
| ogm         | h264        | wmav1       | ok          |
| ogm         | h264        | wmav2       | ok          |
| ogm         | huffyuv     | aac         | enc_failed  |
| ogm         | huffyuv     | ac3         | enc_failed  |
| ogm         | huffyuv     | flac        | enc_failed  |
| ogm         | huffyuv     | g726        | enc_failed  |
| ogm         | huffyuv     | libamr_nb   | enc_failed  |
| ogm         | huffyuv     | libamr_wb   | enc_failed  |
| ogm         | huffyuv     | mp2         | enc_failed  |
| ogm         | huffyuv     | mp3         | enc_failed  |
| ogm         | huffyuv     | roq_dpcm    | enc_failed  |
| ogm         | huffyuv     | sonic       | enc_failed  |
| ogm         | huffyuv     | sonicls     | enc_failed  |
| ogm         | huffyuv     | vorbis      | enc_failed  |
| ogm         | huffyuv     | wmav1       | enc_failed  |
| ogm         | huffyuv     | wmav2       | enc_failed  |
| ogm         | libtheora   | aac         | enc_failed  |
| ogm         | libtheora   | ac3         | enc_failed  |
| ogm         | libtheora   | flac        | enc_failed  |
| ogm         | libtheora   | g726        | enc_failed  |
| ogm         | libtheora   | libamr_nb   | enc_failed  |
| ogm         | libtheora   | libamr_wb   | enc_failed  |
| ogm         | libtheora   | mp2         | enc_failed  |
| ogm         | libtheora   | mp3         | enc_failed  |
| ogm         | libtheora   | roq_dpcm    | enc_failed  |
| ogm         | libtheora   | sonic       | enc_failed  |
| ogm         | libtheora   | sonicls     | enc_failed  |
| ogm         | libtheora   | vorbis      | enc_failed  |
| ogm         | libtheora   | wmav1       | enc_failed  |
| ogm         | libtheora   | wmav2       | enc_failed  |
| ogm         | ljpeg       | aac         | ok          |
| ogm         | ljpeg       | ac3         | ok          |
| ogm         | ljpeg       | flac        | ok          |
| ogm         | ljpeg       | g726        | enc_failed  |
| ogm         | ljpeg       | libamr_nb   | enc_failed  |
| ogm         | ljpeg       | libamr_wb   | enc_failed  |
| ogm         | ljpeg       | mp2         | ok          |
| ogm         | ljpeg       | mp3         | ok          |
| ogm         | ljpeg       | roq_dpcm    | enc_failed  |
| ogm         | ljpeg       | sonic       | ok          |
| ogm         | ljpeg       | sonicls     | ok          |
| ogm         | ljpeg       | vorbis      | ok          |
| ogm         | ljpeg       | wmav1       | ok          |
| ogm         | ljpeg       | wmav2       | ok          |
| ogm         | mjpeg       | aac         | ok          |
| ogm         | mjpeg       | ac3         | ok          |
| ogm         | mjpeg       | flac        | ok          |
| ogm         | mjpeg       | g726        | enc_failed  |
| ogm         | mjpeg       | libamr_nb   | enc_failed  |
| ogm         | mjpeg       | libamr_wb   | enc_failed  |
| ogm         | mjpeg       | mp2         | ok          |
| ogm         | mjpeg       | mp3         | ok          |
| ogm         | mjpeg       | roq_dpcm    | enc_failed  |
| ogm         | mjpeg       | sonic       | ok          |
| ogm         | mjpeg       | sonicls     | ok          |
| ogm         | mjpeg       | vorbis      | ok          |
| ogm         | mjpeg       | wmav1       | ok          |
| ogm         | mjpeg       | wmav2       | ok          |
| ogm         | mpeg1video  | aac         | ok          |
| ogm         | mpeg1video  | ac3         | ok          |
| ogm         | mpeg1video  | flac        | ok          |
| ogm         | mpeg1video  | g726        | enc_failed  |
| ogm         | mpeg1video  | libamr_nb   | enc_failed  |
| ogm         | mpeg1video  | libamr_wb   | enc_failed  |
| ogm         | mpeg1video  | mp2         | ok          |
| ogm         | mpeg1video  | mp3         | ok          |
| ogm         | mpeg1video  | roq_dpcm    | enc_failed  |
| ogm         | mpeg1video  | sonic       | ok          |
| ogm         | mpeg1video  | sonicls     | ok          |
| ogm         | mpeg1video  | vorbis      | ok          |
| ogm         | mpeg1video  | wmav1       | ok          |
| ogm         | mpeg1video  | wmav2       | ok          |
| ogm         | mpeg2video  | aac         | ok          |
| ogm         | mpeg2video  | ac3         | ok          |
| ogm         | mpeg2video  | flac        | ok          |
| ogm         | mpeg2video  | g726        | enc_failed  |
| ogm         | mpeg2video  | libamr_nb   | enc_failed  |
| ogm         | mpeg2video  | libamr_wb   | enc_failed  |
| ogm         | mpeg2video  | mp2         | ok          |
| ogm         | mpeg2video  | mp3         | ok          |
| ogm         | mpeg2video  | roq_dpcm    | enc_failed  |
| ogm         | mpeg2video  | sonic       | ok          |
| ogm         | mpeg2video  | sonicls     | ok          |
| ogm         | mpeg2video  | vorbis      | ok          |
| ogm         | mpeg2video  | wmav1       | ok          |
| ogm         | mpeg2video  | wmav2       | ok          |
| ogm         | mpeg4       | aac         | ok          |
| ogm         | mpeg4       | ac3         | ok          |
| ogm         | mpeg4       | flac        | ok          |
| ogm         | mpeg4       | g726        | enc_failed  |
| ogm         | mpeg4       | libamr_nb   | enc_failed  |
| ogm         | mpeg4       | libamr_wb   | enc_failed  |
| ogm         | mpeg4       | mp2         | ok          |
| ogm         | mpeg4       | mp3         | ok          |
| ogm         | mpeg4       | roq_dpcm    | enc_failed  |
| ogm         | mpeg4       | sonic       | ok          |
| ogm         | mpeg4       | sonicls     | ok          |
| ogm         | mpeg4       | vorbis      | ok          |
| ogm         | mpeg4       | wmav1       | ok          |
| ogm         | mpeg4       | wmav2       | ok          |
| ogm         | msmpeg4     | aac         | ok          |
| ogm         | msmpeg4     | ac3         | ok          |
| ogm         | msmpeg4     | flac        | ok          |
| ogm         | msmpeg4     | g726        | enc_failed  |
| ogm         | msmpeg4     | libamr_nb   | enc_failed  |
| ogm         | msmpeg4     | libamr_wb   | enc_failed  |
| ogm         | msmpeg4     | mp2         | ok          |
| ogm         | msmpeg4     | mp3         | ok          |
| ogm         | msmpeg4     | roq_dpcm    | enc_failed  |
| ogm         | msmpeg4     | sonic       | ok          |
| ogm         | msmpeg4     | sonicls     | ok          |
| ogm         | msmpeg4     | vorbis      | ok          |
| ogm         | msmpeg4     | wmav1       | ok          |
| ogm         | msmpeg4     | wmav2       | ok          |
| ogm         | msmpeg4v2   | aac         | ok          |
| ogm         | msmpeg4v2   | ac3         | ok          |
| ogm         | msmpeg4v2   | flac        | ok          |
| ogm         | msmpeg4v2   | g726        | enc_failed  |
| ogm         | msmpeg4v2   | libamr_nb   | enc_failed  |
| ogm         | msmpeg4v2   | libamr_wb   | enc_failed  |
| ogm         | msmpeg4v2   | mp2         | ok          |
| ogm         | msmpeg4v2   | mp3         | ok          |
| ogm         | msmpeg4v2   | roq_dpcm    | enc_failed  |
| ogm         | msmpeg4v2   | sonic       | ok          |
| ogm         | msmpeg4v2   | sonicls     | ok          |
| ogm         | msmpeg4v2   | vorbis      | ok          |
| ogm         | msmpeg4v2   | wmav1       | ok          |
| ogm         | msmpeg4v2   | wmav2       | ok          |
| ogm         | roqvideo    | aac         | enc_failed  |
| ogm         | roqvideo    | ac3         | enc_failed  |
| ogm         | roqvideo    | flac        | enc_failed  |
| ogm         | roqvideo    | g726        | enc_failed  |
| ogm         | roqvideo    | libamr_nb   | enc_failed  |
| ogm         | roqvideo    | libamr_wb   | enc_failed  |
| ogm         | roqvideo    | mp2         | enc_failed  |
| ogm         | roqvideo    | mp3         | enc_failed  |
| ogm         | roqvideo    | roq_dpcm    | enc_failed  |
| ogm         | roqvideo    | sonic       | enc_failed  |
| ogm         | roqvideo    | sonicls     | enc_failed  |
| ogm         | roqvideo    | vorbis      | enc_failed  |
| ogm         | roqvideo    | wmav1       | enc_failed  |
| ogm         | roqvideo    | wmav2       | enc_failed  |
| ogm         | rv10        | aac         | ok          |
| ogm         | rv10        | ac3         | ok          |
| ogm         | rv10        | flac        | ok          |
| ogm         | rv10        | g726        | enc_failed  |
| ogm         | rv10        | libamr_nb   | enc_failed  |
| ogm         | rv10        | libamr_wb   | enc_failed  |
| ogm         | rv10        | mp2         | ok          |
| ogm         | rv10        | mp3         | ok          |
| ogm         | rv10        | roq_dpcm    | enc_failed  |
| ogm         | rv10        | sonic       | ok          |
| ogm         | rv10        | sonicls     | ok          |
| ogm         | rv10        | vorbis      | ok          |
| ogm         | rv10        | wmav1       | ok          |
| ogm         | rv10        | wmav2       | ok          |
| ogm         | snow        | aac         | enc_failed  |
| ogm         | snow        | ac3         | enc_failed  |
| ogm         | snow        | flac        | enc_failed  |
| ogm         | snow        | g726        | enc_failed  |
| ogm         | snow        | libamr_nb   | enc_failed  |
| ogm         | snow        | libamr_wb   | enc_failed  |
| ogm         | snow        | mp2         | enc_failed  |
| ogm         | snow        | mp3         | enc_failed  |
| ogm         | snow        | roq_dpcm    | enc_failed  |
| ogm         | snow        | sonic       | enc_failed  |
| ogm         | snow        | sonicls     | enc_failed  |
| ogm         | snow        | vorbis      | enc_failed  |
| ogm         | snow        | wmav1       | enc_failed  |
| ogm         | snow        | wmav2       | enc_failed  |
| ogm         | svq1        | aac         | enc_failed  |
| ogm         | svq1        | ac3         | enc_failed  |
| ogm         | svq1        | flac        | enc_failed  |
| ogm         | svq1        | g726        | enc_failed  |
| ogm         | svq1        | libamr_nb   | enc_failed  |
| ogm         | svq1        | libamr_wb   | enc_failed  |
| ogm         | svq1        | mp2         | enc_failed  |
| ogm         | svq1        | mp3         | enc_failed  |
| ogm         | svq1        | roq_dpcm    | enc_failed  |
| ogm         | svq1        | sonic       | enc_failed  |
| ogm         | svq1        | sonicls     | enc_failed  |
| ogm         | svq1        | vorbis      | enc_failed  |
| ogm         | svq1        | wmav1       | enc_failed  |
| ogm         | svq1        | wmav2       | enc_failed  |
| ogm         | wmv1        | aac         | ok          |
| ogm         | wmv1        | ac3         | ok          |
| ogm         | wmv1        | flac        | ok          |
| ogm         | wmv1        | g726        | enc_failed  |
| ogm         | wmv1        | libamr_nb   | enc_failed  |
| ogm         | wmv1        | libamr_wb   | enc_failed  |
| ogm         | wmv1        | mp2         | ok          |
| ogm         | wmv1        | mp3         | ok          |
| ogm         | wmv1        | roq_dpcm    | enc_failed  |
| ogm         | wmv1        | sonic       | ok          |
| ogm         | wmv1        | sonicls     | ok          |
| ogm         | wmv1        | vorbis      | ok          |
| ogm         | wmv1        | wmav1       | ok          |
| ogm         | wmv1        | wmav2       | ok          |
| ogm         | wmv2        | aac         | ok          |
| ogm         | wmv2        | ac3         | ok          |
| ogm         | wmv2        | flac        | ok          |
| ogm         | wmv2        | g726        | enc_failed  |
| ogm         | wmv2        | libamr_nb   | enc_failed  |
| ogm         | wmv2        | libamr_wb   | enc_failed  |
| ogm         | wmv2        | mp2         | ok          |
| ogm         | wmv2        | mp3         | ok          |
| ogm         | wmv2        | roq_dpcm    | enc_failed  |
| ogm         | wmv2        | sonic       | ok          |
| ogm         | wmv2        | sonicls     | ok          |
| ogm         | wmv2        | vorbis      | ok          |
| ogm         | wmv2        | wmav1       | ok          |
| ogm         | wmv2        | wmav2       | ok          |
| ogm         | xvid        | aac         | ok          |
| ogm         | xvid        | ac3         | ok          |
| ogm         | xvid        | flac        | ok          |
| ogm         | xvid        | g726        | enc_failed  |
| ogm         | xvid        | libamr_nb   | enc_failed  |
| ogm         | xvid        | libamr_wb   | enc_failed  |
| ogm         | xvid        | mp2         | ok          |
| ogm         | xvid        | mp3         | ok          |
| ogm         | xvid        | roq_dpcm    | enc_failed  |
| ogm         | xvid        | sonic       | ok          |
| ogm         | xvid        | sonicls     | ok          |
| ogm         | xvid        | vorbis      | ok          |
| ogm         | xvid        | wmav1       | ok          |
| ogm         | xvid        | wmav2       | ok          |
| rm          | asv1        | aac         | ok          |
| rm          | asv1        | ac3         | ok          |
| rm          | asv1        | flac        | ok          |
| rm          | asv1        | g726        | enc_failed  |
| rm          | asv1        | libamr_nb   | enc_failed  |
| rm          | asv1        | libamr_wb   | enc_failed  |
| rm          | asv1        | mp2         | ok          |
| rm          | asv1        | mp3         | ok          |
| rm          | asv1        | roq_dpcm    | enc_failed  |
| rm          | asv1        | sonic       | ok          |
| rm          | asv1        | sonicls     | ok          |
| rm          | asv1        | vorbis      | ok          |
| rm          | asv1        | wmav1       | ok          |
| rm          | asv1        | wmav2       | ok          |
| rm          | asv2        | aac         | ok          |
| rm          | asv2        | ac3         | ok          |
| rm          | asv2        | flac        | ok          |
| rm          | asv2        | g726        | enc_failed  |
| rm          | asv2        | libamr_nb   | enc_failed  |
| rm          | asv2        | libamr_wb   | enc_failed  |
| rm          | asv2        | mp2         | ok          |
| rm          | asv2        | mp3         | ok          |
| rm          | asv2        | roq_dpcm    | enc_failed  |
| rm          | asv2        | sonic       | ok          |
| rm          | asv2        | sonicls     | ok          |
| rm          | asv2        | vorbis      | ok          |
| rm          | asv2        | wmav1       | ok          |
| rm          | asv2        | wmav2       | ok          |
| rm          | dvvideo     | aac         | ok          |
| rm          | dvvideo     | ac3         | ok          |
| rm          | dvvideo     | flac        | ok          |
| rm          | dvvideo     | g726        | enc_failed  |
| rm          | dvvideo     | libamr_nb   | enc_failed  |
| rm          | dvvideo     | libamr_wb   | enc_failed  |
| rm          | dvvideo     | mp2         | ok          |
| rm          | dvvideo     | mp3         | ok          |
| rm          | dvvideo     | roq_dpcm    | enc_failed  |
| rm          | dvvideo     | sonic       | ok          |
| rm          | dvvideo     | sonicls     | ok          |
| rm          | dvvideo     | vorbis      | ok          |
| rm          | dvvideo     | wmav1       | ok          |
| rm          | dvvideo     | wmav2       | ok          |
| rm          | ffv1        | aac         | ok          |
| rm          | ffv1        | ac3         | ok          |
| rm          | ffv1        | flac        | play_failed |
| rm          | ffv1        | g726        | enc_failed  |
| rm          | ffv1        | libamr_nb   | enc_failed  |
| rm          | ffv1        | libamr_wb   | enc_failed  |
| rm          | ffv1        | mp2         | ok          |
| rm          | ffv1        | mp3         | ok          |
| rm          | ffv1        | roq_dpcm    | enc_failed  |
| rm          | ffv1        | sonic       | play_failed |
| rm          | ffv1        | sonicls     | play_failed |
| rm          | ffv1        | vorbis      | play_failed |
| rm          | ffv1        | wmav1       | play_failed |
| rm          | ffv1        | wmav2       | play_failed |
| rm          | flv         | aac         | ok          |
| rm          | flv         | ac3         | ok          |
| rm          | flv         | flac        | ok          |
| rm          | flv         | g726        | enc_failed  |
| rm          | flv         | libamr_nb   | enc_failed  |
| rm          | flv         | libamr_wb   | enc_failed  |
| rm          | flv         | mp2         | ok          |
| rm          | flv         | mp3         | ok          |
| rm          | flv         | roq_dpcm    | enc_failed  |
| rm          | flv         | sonic       | ok          |
| rm          | flv         | sonicls     | ok          |
| rm          | flv         | vorbis      | ok          |
| rm          | flv         | wmav1       | ok          |
| rm          | flv         | wmav2       | ok          |
| rm          | h261        | aac         | enc_failed  |
| rm          | h261        | ac3         | enc_failed  |
| rm          | h261        | flac        | enc_failed  |
| rm          | h261        | g726        | enc_failed  |
| rm          | h261        | libamr_nb   | enc_failed  |
| rm          | h261        | libamr_wb   | enc_failed  |
| rm          | h261        | mp2         | enc_failed  |
| rm          | h261        | mp3         | enc_failed  |
| rm          | h261        | roq_dpcm    | enc_failed  |
| rm          | h261        | sonic       | enc_failed  |
| rm          | h261        | sonicls     | enc_failed  |
| rm          | h261        | vorbis      | enc_failed  |
| rm          | h261        | wmav1       | enc_failed  |
| rm          | h261        | wmav2       | enc_failed  |
| rm          | h263        | aac         | enc_failed  |
| rm          | h263        | ac3         | enc_failed  |
| rm          | h263        | flac        | enc_failed  |
| rm          | h263        | g726        | enc_failed  |
| rm          | h263        | libamr_nb   | enc_failed  |
| rm          | h263        | libamr_wb   | enc_failed  |
| rm          | h263        | mp2         | enc_failed  |
| rm          | h263        | mp3         | enc_failed  |
| rm          | h263        | roq_dpcm    | enc_failed  |
| rm          | h263        | sonic       | enc_failed  |
| rm          | h263        | sonicls     | enc_failed  |
| rm          | h263        | vorbis      | enc_failed  |
| rm          | h263        | wmav1       | enc_failed  |
| rm          | h263        | wmav2       | enc_failed  |
| rm          | h263p       | aac         | ok          |
| rm          | h263p       | ac3         | ok          |
| rm          | h263p       | flac        | ok          |
| rm          | h263p       | g726        | enc_failed  |
| rm          | h263p       | libamr_nb   | enc_failed  |
| rm          | h263p       | libamr_wb   | enc_failed  |
| rm          | h263p       | mp2         | ok          |
| rm          | h263p       | mp3         | ok          |
| rm          | h263p       | roq_dpcm    | enc_failed  |
| rm          | h263p       | sonic       | ok          |
| rm          | h263p       | sonicls     | ok          |
| rm          | h263p       | vorbis      | ok          |
| rm          | h263p       | wmav1       | ok          |
| rm          | h263p       | wmav2       | ok          |
| rm          | h264        | aac         | ok          |
| rm          | h264        | ac3         | ok          |
| rm          | h264        | flac        | ok          |
| rm          | h264        | g726        | enc_failed  |
| rm          | h264        | libamr_nb   | enc_failed  |
| rm          | h264        | libamr_wb   | enc_failed  |
| rm          | h264        | mp2         | ok          |
| rm          | h264        | mp3         | ok          |
| rm          | h264        | roq_dpcm    | enc_failed  |
| rm          | h264        | sonic       | ok          |
| rm          | h264        | sonicls     | ok          |
| rm          | h264        | vorbis      | ok          |
| rm          | h264        | wmav1       | ok          |
| rm          | h264        | wmav2       | ok          |
| rm          | huffyuv     | aac         | enc_failed  |
| rm          | huffyuv     | ac3         | enc_failed  |
| rm          | huffyuv     | flac        | enc_failed  |
| rm          | huffyuv     | g726        | enc_failed  |
| rm          | huffyuv     | libamr_nb   | enc_failed  |
| rm          | huffyuv     | libamr_wb   | enc_failed  |
| rm          | huffyuv     | mp2         | enc_failed  |
| rm          | huffyuv     | mp3         | enc_failed  |
| rm          | huffyuv     | roq_dpcm    | enc_failed  |
| rm          | huffyuv     | sonic       | enc_failed  |
| rm          | huffyuv     | sonicls     | enc_failed  |
| rm          | huffyuv     | vorbis      | enc_failed  |
| rm          | huffyuv     | wmav1       | enc_failed  |
| rm          | huffyuv     | wmav2       | enc_failed  |
| rm          | libtheora   | aac         | enc_failed  |
| rm          | libtheora   | ac3         | enc_failed  |
| rm          | libtheora   | flac        | enc_failed  |
| rm          | libtheora   | g726        | enc_failed  |
| rm          | libtheora   | libamr_nb   | enc_failed  |
| rm          | libtheora   | libamr_wb   | enc_failed  |
| rm          | libtheora   | mp2         | enc_failed  |
| rm          | libtheora   | mp3         | enc_failed  |
| rm          | libtheora   | roq_dpcm    | enc_failed  |
| rm          | libtheora   | sonic       | enc_failed  |
| rm          | libtheora   | sonicls     | enc_failed  |
| rm          | libtheora   | vorbis      | enc_failed  |
| rm          | libtheora   | wmav1       | enc_failed  |
| rm          | libtheora   | wmav2       | enc_failed  |
| rm          | ljpeg       | aac         | ok          |
| rm          | ljpeg       | ac3         | play_failed |
| rm          | ljpeg       | flac        | play_failed |
| rm          | ljpeg       | g726        | enc_failed  |
| rm          | ljpeg       | libamr_nb   | enc_failed  |
| rm          | ljpeg       | libamr_wb   | enc_failed  |
| rm          | ljpeg       | mp2         | play_failed |
| rm          | ljpeg       | mp3         | play_failed |
| rm          | ljpeg       | roq_dpcm    | enc_failed  |
| rm          | ljpeg       | sonic       | ok          |
| rm          | ljpeg       | sonicls     | play_failed |
| rm          | ljpeg       | vorbis      | ok          |
| rm          | ljpeg       | wmav1       | ok          |
| rm          | ljpeg       | wmav2       | ok          |
| rm          | mjpeg       | aac         | ok          |
| rm          | mjpeg       | ac3         | ok          |
| rm          | mjpeg       | flac        | ok          |
| rm          | mjpeg       | g726        | enc_failed  |
| rm          | mjpeg       | libamr_nb   | enc_failed  |
| rm          | mjpeg       | libamr_wb   | enc_failed  |
| rm          | mjpeg       | mp2         | ok          |
| rm          | mjpeg       | mp3         | ok          |
| rm          | mjpeg       | roq_dpcm    | enc_failed  |
| rm          | mjpeg       | sonic       | ok          |
| rm          | mjpeg       | sonicls     | ok          |
| rm          | mjpeg       | vorbis      | ok          |
| rm          | mjpeg       | wmav1       | ok          |
| rm          | mjpeg       | wmav2       | ok          |
| rm          | mpeg1video  | aac         | ok          |
| rm          | mpeg1video  | ac3         | ok          |
| rm          | mpeg1video  | flac        | ok          |
| rm          | mpeg1video  | g726        | enc_failed  |
| rm          | mpeg1video  | libamr_nb   | enc_failed  |
| rm          | mpeg1video  | libamr_wb   | enc_failed  |
| rm          | mpeg1video  | mp2         | ok          |
| rm          | mpeg1video  | mp3         | ok          |
| rm          | mpeg1video  | roq_dpcm    | enc_failed  |
| rm          | mpeg1video  | sonic       | ok          |
| rm          | mpeg1video  | sonicls     | ok          |
| rm          | mpeg1video  | vorbis      | ok          |
| rm          | mpeg1video  | wmav1       | ok          |
| rm          | mpeg1video  | wmav2       | ok          |
| rm          | mpeg2video  | aac         | ok          |
| rm          | mpeg2video  | ac3         | ok          |
| rm          | mpeg2video  | flac        | ok          |
| rm          | mpeg2video  | g726        | enc_failed  |
| rm          | mpeg2video  | libamr_nb   | enc_failed  |
| rm          | mpeg2video  | libamr_wb   | enc_failed  |
| rm          | mpeg2video  | mp2         | ok          |
| rm          | mpeg2video  | mp3         | ok          |
| rm          | mpeg2video  | roq_dpcm    | enc_failed  |
| rm          | mpeg2video  | sonic       | ok          |
| rm          | mpeg2video  | sonicls     | ok          |
| rm          | mpeg2video  | vorbis      | ok          |
| rm          | mpeg2video  | wmav1       | ok          |
| rm          | mpeg2video  | wmav2       | ok          |
| rm          | mpeg4       | aac         | ok          |
| rm          | mpeg4       | ac3         | ok          |
| rm          | mpeg4       | flac        | ok          |
| rm          | mpeg4       | g726        | enc_failed  |
| rm          | mpeg4       | libamr_nb   | enc_failed  |
| rm          | mpeg4       | libamr_wb   | enc_failed  |
| rm          | mpeg4       | mp2         | ok          |
| rm          | mpeg4       | mp3         | ok          |
| rm          | mpeg4       | roq_dpcm    | enc_failed  |
| rm          | mpeg4       | sonic       | ok          |
| rm          | mpeg4       | sonicls     | ok          |
| rm          | mpeg4       | vorbis      | ok          |
| rm          | mpeg4       | wmav1       | ok          |
| rm          | mpeg4       | wmav2       | ok          |
| rm          | msmpeg4     | aac         | ok          |
| rm          | msmpeg4     | ac3         | ok          |
| rm          | msmpeg4     | flac        | ok          |
| rm          | msmpeg4     | g726        | enc_failed  |
| rm          | msmpeg4     | libamr_nb   | enc_failed  |
| rm          | msmpeg4     | libamr_wb   | enc_failed  |
| rm          | msmpeg4     | mp2         | ok          |
| rm          | msmpeg4     | mp3         | ok          |
| rm          | msmpeg4     | roq_dpcm    | enc_failed  |
| rm          | msmpeg4     | sonic       | ok          |
| rm          | msmpeg4     | sonicls     | ok          |
| rm          | msmpeg4     | vorbis      | ok          |
| rm          | msmpeg4     | wmav1       | ok          |
| rm          | msmpeg4     | wmav2       | ok          |
| rm          | msmpeg4v2   | aac         | ok          |
| rm          | msmpeg4v2   | ac3         | ok          |
| rm          | msmpeg4v2   | flac        | ok          |
| rm          | msmpeg4v2   | g726        | enc_failed  |
| rm          | msmpeg4v2   | libamr_nb   | enc_failed  |
| rm          | msmpeg4v2   | libamr_wb   | enc_failed  |
| rm          | msmpeg4v2   | mp2         | ok          |
| rm          | msmpeg4v2   | mp3         | ok          |
| rm          | msmpeg4v2   | roq_dpcm    | enc_failed  |
| rm          | msmpeg4v2   | sonic       | ok          |
| rm          | msmpeg4v2   | sonicls     | ok          |
| rm          | msmpeg4v2   | vorbis      | ok          |
| rm          | msmpeg4v2   | wmav1       | ok          |
| rm          | msmpeg4v2   | wmav2       | ok          |
| rm          | roqvideo    | aac         | enc_failed  |
| rm          | roqvideo    | ac3         | enc_failed  |
| rm          | roqvideo    | flac        | enc_failed  |
| rm          | roqvideo    | g726        | enc_failed  |
| rm          | roqvideo    | libamr_nb   | enc_failed  |
| rm          | roqvideo    | libamr_wb   | enc_failed  |
| rm          | roqvideo    | mp2         | enc_failed  |
| rm          | roqvideo    | mp3         | enc_failed  |
| rm          | roqvideo    | roq_dpcm    | enc_failed  |
| rm          | roqvideo    | sonic       | enc_failed  |
| rm          | roqvideo    | sonicls     | enc_failed  |
| rm          | roqvideo    | vorbis      | enc_failed  |
| rm          | roqvideo    | wmav1       | enc_failed  |
| rm          | roqvideo    | wmav2       | enc_failed  |
| rm          | rv10        | aac         | ok          |
| rm          | rv10        | ac3         | ok          |
| rm          | rv10        | flac        | ok          |
| rm          | rv10        | g726        | enc_failed  |
| rm          | rv10        | libamr_nb   | enc_failed  |
| rm          | rv10        | libamr_wb   | enc_failed  |
| rm          | rv10        | mp2         | ok          |
| rm          | rv10        | mp3         | ok          |
| rm          | rv10        | roq_dpcm    | enc_failed  |
| rm          | rv10        | sonic       | ok          |
| rm          | rv10        | sonicls     | ok          |
| rm          | rv10        | vorbis      | ok          |
| rm          | rv10        | wmav1       | ok          |
| rm          | rv10        | wmav2       | ok          |
| rm          | snow        | aac         | enc_failed  |
