# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| dv          | ffv1        | sonicls     | enc_failed  |
| dv          | ffv1        | vorbis      | enc_failed  |
| dv          | ffv1        | wmav1       | enc_failed  |
| dv          | ffv1        | wmav2       | enc_failed  |
| dv          | flv         | aac         | enc_failed  |
| dv          | flv         | ac3         | enc_failed  |
| dv          | flv         | flac        | enc_failed  |
| dv          | flv         | g726        | enc_failed  |
| dv          | flv         | libamr_nb   | enc_failed  |
| dv          | flv         | libamr_wb   | enc_failed  |
| dv          | flv         | mp2         | enc_failed  |
| dv          | flv         | mp3         | enc_failed  |
| dv          | flv         | roq_dpcm    | enc_failed  |
| dv          | flv         | sonic       | enc_failed  |
| dv          | flv         | sonicls     | enc_failed  |
| dv          | flv         | vorbis      | enc_failed  |
| dv          | flv         | wmav1       | enc_failed  |
| dv          | flv         | wmav2       | enc_failed  |
| dv          | h261        | aac         | enc_failed  |
| dv          | h261        | ac3         | enc_failed  |
| dv          | h261        | flac        | enc_failed  |
| dv          | h261        | g726        | enc_failed  |
| dv          | h261        | libamr_nb   | enc_failed  |
| dv          | h261        | libamr_wb   | enc_failed  |
| dv          | h261        | mp2         | enc_failed  |
| dv          | h261        | mp3         | enc_failed  |
| dv          | h261        | roq_dpcm    | enc_failed  |
| dv          | h261        | sonic       | enc_failed  |
| dv          | h261        | sonicls     | enc_failed  |
| dv          | h261        | vorbis      | enc_failed  |
| dv          | h261        | wmav1       | enc_failed  |
| dv          | h261        | wmav2       | enc_failed  |
| dv          | h263        | aac         | enc_failed  |
| dv          | h263        | ac3         | enc_failed  |
| dv          | h263        | flac        | enc_failed  |
| dv          | h263        | g726        | enc_failed  |
| dv          | h263        | libamr_nb   | enc_failed  |
| dv          | h263        | libamr_wb   | enc_failed  |
| dv          | h263        | mp2         | enc_failed  |
| dv          | h263        | mp3         | enc_failed  |
| dv          | h263        | roq_dpcm    | enc_failed  |
| dv          | h263        | sonic       | enc_failed  |
| dv          | h263        | sonicls     | enc_failed  |
| dv          | h263        | vorbis      | enc_failed  |
| dv          | h263        | wmav1       | enc_failed  |
| dv          | h263        | wmav2       | enc_failed  |
| dv          | h263p       | aac         | enc_failed  |
| dv          | h263p       | ac3         | enc_failed  |
| dv          | h263p       | flac        | enc_failed  |
| dv          | h263p       | g726        | enc_failed  |
| dv          | h263p       | libamr_nb   | enc_failed  |
| dv          | h263p       | libamr_wb   | enc_failed  |
| dv          | h263p       | mp2         | enc_failed  |
| dv          | h263p       | mp3         | enc_failed  |
| dv          | h263p       | roq_dpcm    | enc_failed  |
| dv          | h263p       | sonic       | enc_failed  |
| dv          | h263p       | sonicls     | enc_failed  |
| dv          | h263p       | vorbis      | enc_failed  |
| dv          | h263p       | wmav1       | enc_failed  |
| dv          | h263p       | wmav2       | enc_failed  |
| dv          | h264        | aac         | enc_failed  |
| dv          | h264        | ac3         | enc_failed  |
| dv          | h264        | flac        | enc_failed  |
| dv          | h264        | g726        | enc_failed  |
| dv          | h264        | libamr_nb   | enc_failed  |
| dv          | h264        | libamr_wb   | enc_failed  |
| dv          | h264        | mp2         | enc_failed  |
| dv          | h264        | mp3         | enc_failed  |
| dv          | h264        | roq_dpcm    | enc_failed  |
| dv          | h264        | sonic       | enc_failed  |
| dv          | h264        | sonicls     | enc_failed  |
| dv          | h264        | vorbis      | enc_failed  |
| dv          | h264        | wmav1       | enc_failed  |
| dv          | h264        | wmav2       | enc_failed  |
| dv          | huffyuv     | aac         | enc_failed  |
| dv          | huffyuv     | ac3         | enc_failed  |
| dv          | huffyuv     | flac        | enc_failed  |
| dv          | huffyuv     | g726        | enc_failed  |
| dv          | huffyuv     | libamr_nb   | enc_failed  |
| dv          | huffyuv     | libamr_wb   | enc_failed  |
| dv          | huffyuv     | mp2         | enc_failed  |
| dv          | huffyuv     | mp3         | enc_failed  |
| dv          | huffyuv     | roq_dpcm    | enc_failed  |
| dv          | huffyuv     | sonic       | enc_failed  |
| dv          | huffyuv     | sonicls     | enc_failed  |
| dv          | huffyuv     | vorbis      | enc_failed  |
| dv          | huffyuv     | wmav1       | enc_failed  |
| dv          | huffyuv     | wmav2       | enc_failed  |
| dv          | libtheora   | aac         | enc_failed  |
| dv          | libtheora   | ac3         | enc_failed  |
| dv          | libtheora   | flac        | enc_failed  |
| dv          | libtheora   | g726        | enc_failed  |
| dv          | libtheora   | libamr_nb   | enc_failed  |
| dv          | libtheora   | libamr_wb   | enc_failed  |
| dv          | libtheora   | mp2         | enc_failed  |
| dv          | libtheora   | mp3         | enc_failed  |
| dv          | libtheora   | roq_dpcm    | enc_failed  |
| dv          | libtheora   | sonic       | enc_failed  |
| dv          | libtheora   | sonicls     | enc_failed  |
| dv          | libtheora   | vorbis      | enc_failed  |
| dv          | libtheora   | wmav1       | enc_failed  |
| dv          | libtheora   | wmav2       | enc_failed  |
| dv          | ljpeg       | aac         | enc_failed  |
| dv          | ljpeg       | ac3         | enc_failed  |
| dv          | ljpeg       | flac        | enc_failed  |
| dv          | ljpeg       | g726        | enc_failed  |
| dv          | ljpeg       | libamr_nb   | enc_failed  |
| dv          | ljpeg       | libamr_wb   | enc_failed  |
| dv          | ljpeg       | mp2         | enc_failed  |
| dv          | ljpeg       | mp3         | enc_failed  |
| dv          | ljpeg       | roq_dpcm    | enc_failed  |
| dv          | ljpeg       | sonic       | enc_failed  |
| dv          | ljpeg       | sonicls     | enc_failed  |
| dv          | ljpeg       | vorbis      | enc_failed  |
| dv          | ljpeg       | wmav1       | enc_failed  |
| dv          | ljpeg       | wmav2       | enc_failed  |
| dv          | mjpeg       | aac         | enc_failed  |
| dv          | mjpeg       | ac3         | enc_failed  |
| dv          | mjpeg       | flac        | enc_failed  |
| dv          | mjpeg       | g726        | enc_failed  |
| dv          | mjpeg       | libamr_nb   | enc_failed  |
| dv          | mjpeg       | libamr_wb   | enc_failed  |
| dv          | mjpeg       | mp2         | enc_failed  |
| dv          | mjpeg       | mp3         | enc_failed  |
| dv          | mjpeg       | roq_dpcm    | enc_failed  |
| dv          | mjpeg       | sonic       | enc_failed  |
| dv          | mjpeg       | sonicls     | enc_failed  |
| dv          | mjpeg       | vorbis      | enc_failed  |
| dv          | mjpeg       | wmav1       | enc_failed  |
| dv          | mjpeg       | wmav2       | enc_failed  |
| dv          | mpeg1video  | aac         | enc_failed  |
| dv          | mpeg1video  | ac3         | enc_failed  |
| dv          | mpeg1video  | flac        | enc_failed  |
| dv          | mpeg1video  | g726        | enc_failed  |
| dv          | mpeg1video  | libamr_nb   | enc_failed  |
| dv          | mpeg1video  | libamr_wb   | enc_failed  |
| dv          | mpeg1video  | mp2         | enc_failed  |
| dv          | mpeg1video  | mp3         | enc_failed  |
| dv          | mpeg1video  | roq_dpcm    | enc_failed  |
| dv          | mpeg1video  | sonic       | enc_failed  |
| dv          | mpeg1video  | sonicls     | enc_failed  |
| dv          | mpeg1video  | vorbis      | enc_failed  |
| dv          | mpeg1video  | wmav1       | enc_failed  |
| dv          | mpeg1video  | wmav2       | enc_failed  |
| dv          | mpeg2video  | aac         | enc_failed  |
| dv          | mpeg2video  | ac3         | enc_failed  |
| dv          | mpeg2video  | flac        | enc_failed  |
| dv          | mpeg2video  | g726        | enc_failed  |
| dv          | mpeg2video  | libamr_nb   | enc_failed  |
| dv          | mpeg2video  | libamr_wb   | enc_failed  |
| dv          | mpeg2video  | mp2         | enc_failed  |
| dv          | mpeg2video  | mp3         | enc_failed  |
| dv          | mpeg2video  | roq_dpcm    | enc_failed  |
| dv          | mpeg2video  | sonic       | enc_failed  |
| dv          | mpeg2video  | sonicls     | enc_failed  |
| dv          | mpeg2video  | vorbis      | enc_failed  |
| dv          | mpeg2video  | wmav1       | enc_failed  |
| dv          | mpeg2video  | wmav2       | enc_failed  |
| dv          | mpeg4       | aac         | enc_failed  |
| dv          | mpeg4       | ac3         | enc_failed  |
| dv          | mpeg4       | flac        | enc_failed  |
| dv          | mpeg4       | g726        | enc_failed  |
| dv          | mpeg4       | libamr_nb   | enc_failed  |
| dv          | mpeg4       | libamr_wb   | enc_failed  |
| dv          | mpeg4       | mp2         | enc_failed  |
| dv          | mpeg4       | mp3         | enc_failed  |
| dv          | mpeg4       | roq_dpcm    | enc_failed  |
| dv          | mpeg4       | sonic       | enc_failed  |
| dv          | mpeg4       | sonicls     | enc_failed  |
| dv          | mpeg4       | vorbis      | enc_failed  |
| dv          | mpeg4       | wmav1       | enc_failed  |
| dv          | mpeg4       | wmav2       | enc_failed  |
| dv          | msmpeg4     | aac         | enc_failed  |
| dv          | msmpeg4     | ac3         | enc_failed  |
| dv          | msmpeg4     | flac        | enc_failed  |
| dv          | msmpeg4     | g726        | enc_failed  |
| dv          | msmpeg4     | libamr_nb   | enc_failed  |
| dv          | msmpeg4     | libamr_wb   | enc_failed  |
| dv          | msmpeg4     | mp2         | enc_failed  |
| dv          | msmpeg4     | mp3         | enc_failed  |
| dv          | msmpeg4     | roq_dpcm    | enc_failed  |
| dv          | msmpeg4     | sonic       | enc_failed  |
| dv          | msmpeg4     | sonicls     | enc_failed  |
| dv          | msmpeg4     | vorbis      | enc_failed  |
| dv          | msmpeg4     | wmav1       | enc_failed  |
| dv          | msmpeg4     | wmav2       | enc_failed  |
| dv          | msmpeg4v2   | aac         | enc_failed  |
| dv          | msmpeg4v2   | ac3         | enc_failed  |
| dv          | msmpeg4v2   | flac        | enc_failed  |
| dv          | msmpeg4v2   | g726        | enc_failed  |
| dv          | msmpeg4v2   | libamr_nb   | enc_failed  |
| dv          | msmpeg4v2   | libamr_wb   | enc_failed  |
| dv          | msmpeg4v2   | mp2         | enc_failed  |
| dv          | msmpeg4v2   | mp3         | enc_failed  |
| dv          | msmpeg4v2   | roq_dpcm    | enc_failed  |
| dv          | msmpeg4v2   | sonic       | enc_failed  |
| dv          | msmpeg4v2   | sonicls     | enc_failed  |
| dv          | msmpeg4v2   | vorbis      | enc_failed  |
| dv          | msmpeg4v2   | wmav1       | enc_failed  |
| dv          | msmpeg4v2   | wmav2       | enc_failed  |
| dv          | roqvideo    | aac         | enc_failed  |
| dv          | roqvideo    | ac3         | enc_failed  |
| dv          | roqvideo    | flac        | enc_failed  |
| dv          | roqvideo    | g726        | enc_failed  |
| dv          | roqvideo    | libamr_nb   | enc_failed  |
| dv          | roqvideo    | libamr_wb   | enc_failed  |
| dv          | roqvideo    | mp2         | enc_failed  |
| dv          | roqvideo    | mp3         | enc_failed  |
| dv          | roqvideo    | roq_dpcm    | enc_failed  |
| dv          | roqvideo    | sonic       | enc_failed  |
| dv          | roqvideo    | sonicls     | enc_failed  |
| dv          | roqvideo    | vorbis      | enc_failed  |
| dv          | roqvideo    | wmav1       | enc_failed  |
| dv          | roqvideo    | wmav2       | enc_failed  |
| dv          | rv10        | aac         | enc_failed  |
| dv          | rv10        | ac3         | enc_failed  |
| dv          | rv10        | flac        | enc_failed  |
| dv          | rv10        | g726        | enc_failed  |
| dv          | rv10        | libamr_nb   | enc_failed  |
| dv          | rv10        | libamr_wb   | enc_failed  |
| dv          | rv10        | mp2         | enc_failed  |
| dv          | rv10        | mp3         | enc_failed  |
| dv          | rv10        | roq_dpcm    | enc_failed  |
| dv          | rv10        | sonic       | enc_failed  |
| dv          | rv10        | sonicls     | enc_failed  |
| dv          | rv10        | vorbis      | enc_failed  |
| dv          | rv10        | wmav1       | enc_failed  |
| dv          | rv10        | wmav2       | enc_failed  |
| dv          | snow        | aac         | enc_failed  |
| dv          | snow        | ac3         | enc_failed  |
| dv          | snow        | flac        | enc_failed  |
| dv          | snow        | g726        | enc_failed  |
| dv          | snow        | libamr_nb   | enc_failed  |
| dv          | snow        | libamr_wb   | enc_failed  |
| dv          | snow        | mp2         | enc_failed  |
| dv          | snow        | mp3         | enc_failed  |
| dv          | snow        | roq_dpcm    | enc_failed  |
| dv          | snow        | sonic       | enc_failed  |
| dv          | snow        | sonicls     | enc_failed  |
| dv          | snow        | vorbis      | enc_failed  |
| dv          | snow        | wmav1       | enc_failed  |
| dv          | snow        | wmav2       | enc_failed  |
| dv          | svq1        | aac         | enc_failed  |
| dv          | svq1        | ac3         | enc_failed  |
| dv          | svq1        | flac        | enc_failed  |
| dv          | svq1        | g726        | enc_failed  |
| dv          | svq1        | libamr_nb   | enc_failed  |
| dv          | svq1        | libamr_wb   | enc_failed  |
| dv          | svq1        | mp2         | enc_failed  |
| dv          | svq1        | mp3         | enc_failed  |
| dv          | svq1        | roq_dpcm    | enc_failed  |
| dv          | svq1        | sonic       | enc_failed  |
| dv          | svq1        | sonicls     | enc_failed  |
| dv          | svq1        | vorbis      | enc_failed  |
| dv          | svq1        | wmav1       | enc_failed  |
| dv          | svq1        | wmav2       | enc_failed  |
| dv          | wmv1        | aac         | enc_failed  |
| dv          | wmv1        | ac3         | enc_failed  |
| dv          | wmv1        | flac        | enc_failed  |
| dv          | wmv1        | g726        | enc_failed  |
| dv          | wmv1        | libamr_nb   | enc_failed  |
| dv          | wmv1        | libamr_wb   | enc_failed  |
| dv          | wmv1        | mp2         | enc_failed  |
| dv          | wmv1        | mp3         | enc_failed  |
| dv          | wmv1        | roq_dpcm    | enc_failed  |
| dv          | wmv1        | sonic       | enc_failed  |
| dv          | wmv1        | sonicls     | enc_failed  |
| dv          | wmv1        | vorbis      | enc_failed  |
| dv          | wmv1        | wmav1       | enc_failed  |
| dv          | wmv1        | wmav2       | enc_failed  |
| dv          | wmv2        | aac         | enc_failed  |
| dv          | wmv2        | ac3         | enc_failed  |
| dv          | wmv2        | flac        | enc_failed  |
| dv          | wmv2        | g726        | enc_failed  |
| dv          | wmv2        | libamr_nb   | enc_failed  |
| dv          | wmv2        | libamr_wb   | enc_failed  |
| dv          | wmv2        | mp2         | enc_failed  |
| dv          | wmv2        | mp3         | enc_failed  |
| dv          | wmv2        | roq_dpcm    | enc_failed  |
| dv          | wmv2        | sonic       | enc_failed  |
| dv          | wmv2        | sonicls     | enc_failed  |
| dv          | wmv2        | vorbis      | enc_failed  |
| dv          | wmv2        | wmav1       | enc_failed  |
| dv          | wmv2        | wmav2       | enc_failed  |
| dv          | xvid        | aac         | enc_failed  |
| dv          | xvid        | ac3         | enc_failed  |
| dv          | xvid        | flac        | enc_failed  |
| dv          | xvid        | g726        | enc_failed  |
| dv          | xvid        | libamr_nb   | enc_failed  |
| dv          | xvid        | libamr_wb   | enc_failed  |
| dv          | xvid        | mp2         | enc_failed  |
| dv          | xvid        | mp3         | enc_failed  |
| dv          | xvid        | roq_dpcm    | enc_failed  |
| dv          | xvid        | sonic       | enc_failed  |
| dv          | xvid        | sonicls     | enc_failed  |
| dv          | xvid        | vorbis      | enc_failed  |
| dv          | xvid        | wmav1       | enc_failed  |
| dv          | xvid        | wmav2       | enc_failed  |
| flv         | asv1        | aac         | enc_failed  |
| flv         | asv1        | ac3         | enc_failed  |
| flv         | asv1        | flac        | enc_failed  |
| flv         | asv1        | g726        | enc_failed  |
| flv         | asv1        | libamr_nb   | enc_failed  |
| flv         | asv1        | libamr_wb   | enc_failed  |
| flv         | asv1        | mp2         | enc_failed  |
| flv         | asv1        | mp3         | enc_failed  |
| flv         | asv1        | roq_dpcm    | enc_failed  |
| flv         | asv1        | sonic       | enc_failed  |
| flv         | asv1        | sonicls     | enc_failed  |
| flv         | asv1        | vorbis      | enc_failed  |
| flv         | asv1        | wmav1       | enc_failed  |
| flv         | asv1        | wmav2       | enc_failed  |
| flv         | asv2        | aac         | enc_failed  |
| flv         | asv2        | ac3         | enc_failed  |
| flv         | asv2        | flac        | enc_failed  |
| flv         | asv2        | g726        | enc_failed  |
| flv         | asv2        | libamr_nb   | enc_failed  |
| flv         | asv2        | libamr_wb   | enc_failed  |
| flv         | asv2        | mp2         | enc_failed  |
| flv         | asv2        | mp3         | enc_failed  |
| flv         | asv2        | roq_dpcm    | enc_failed  |
| flv         | asv2        | sonic       | enc_failed  |
| flv         | asv2        | sonicls     | enc_failed  |
| flv         | asv2        | vorbis      | enc_failed  |
| flv         | asv2        | wmav1       | enc_failed  |
| flv         | asv2        | wmav2       | enc_failed  |
| flv         | dvvideo     | aac         | enc_failed  |
| flv         | dvvideo     | ac3         | enc_failed  |
| flv         | dvvideo     | flac        | enc_failed  |
| flv         | dvvideo     | g726        | enc_failed  |
| flv         | dvvideo     | libamr_nb   | enc_failed  |
| flv         | dvvideo     | libamr_wb   | enc_failed  |
| flv         | dvvideo     | mp2         | enc_failed  |
| flv         | dvvideo     | mp3         | enc_failed  |
| flv         | dvvideo     | roq_dpcm    | enc_failed  |
| flv         | dvvideo     | sonic       | enc_failed  |
| flv         | dvvideo     | sonicls     | enc_failed  |
| flv         | dvvideo     | vorbis      | enc_failed  |
| flv         | dvvideo     | wmav1       | enc_failed  |
| flv         | dvvideo     | wmav2       | enc_failed  |
| flv         | ffv1        | aac         | enc_failed  |
| flv         | ffv1        | ac3         | enc_failed  |
| flv         | ffv1        | flac        | enc_failed  |
| flv         | ffv1        | g726        | enc_failed  |
| flv         | ffv1        | libamr_nb   | enc_failed  |
| flv         | ffv1        | libamr_wb   | enc_failed  |
| flv         | ffv1        | mp2         | enc_failed  |
| flv         | ffv1        | mp3         | enc_failed  |
| flv         | ffv1        | roq_dpcm    | enc_failed  |
| flv         | ffv1        | sonic       | enc_failed  |
| flv         | ffv1        | sonicls     | enc_failed  |
| flv         | ffv1        | vorbis      | enc_failed  |
| flv         | ffv1        | wmav1       | enc_failed  |
| flv         | ffv1        | wmav2       | enc_failed  |
| flv         | flv         | aac         | enc_failed  |
| flv         | flv         | ac3         | enc_failed  |
| flv         | flv         | flac        | enc_failed  |
| flv         | flv         | g726        | enc_failed  |
| flv         | flv         | libamr_nb   | enc_failed  |
| flv         | flv         | libamr_wb   | enc_failed  |
| flv         | flv         | mp2         | enc_failed  |
| flv         | flv         | mp3         | ok          |
| flv         | flv         | roq_dpcm    | enc_failed  |
| flv         | flv         | sonic       | enc_failed  |
| flv         | flv         | sonicls     | enc_failed  |
| flv         | flv         | vorbis      | enc_failed  |
| flv         | flv         | wmav1       | enc_failed  |
| flv         | flv         | wmav2       | enc_failed  |
| flv         | h261        | aac         | enc_failed  |
| flv         | h261        | ac3         | enc_failed  |
| flv         | h261        | flac        | enc_failed  |
| flv         | h261        | g726        | enc_failed  |
| flv         | h261        | libamr_nb   | enc_failed  |
| flv         | h261        | libamr_wb   | enc_failed  |
| flv         | h261        | mp2         | enc_failed  |
| flv         | h261        | mp3         | enc_failed  |
| flv         | h261        | roq_dpcm    | enc_failed  |
| flv         | h261        | sonic       | enc_failed  |
| flv         | h261        | sonicls     | enc_failed  |
| flv         | h261        | vorbis      | enc_failed  |
| flv         | h261        | wmav1       | enc_failed  |
| flv         | h261        | wmav2       | enc_failed  |
| flv         | h263        | aac         | enc_failed  |
| flv         | h263        | ac3         | enc_failed  |
| flv         | h263        | flac        | enc_failed  |
| flv         | h263        | g726        | enc_failed  |
| flv         | h263        | libamr_nb   | enc_failed  |
| flv         | h263        | libamr_wb   | enc_failed  |
| flv         | h263        | mp2         | enc_failed  |
| flv         | h263        | mp3         | enc_failed  |
| flv         | h263        | roq_dpcm    | enc_failed  |
| flv         | h263        | sonic       | enc_failed  |
| flv         | h263        | sonicls     | enc_failed  |
| flv         | h263        | vorbis      | enc_failed  |
| flv         | h263        | wmav1       | enc_failed  |
| flv         | h263        | wmav2       | enc_failed  |
| flv         | h263p       | aac         | enc_failed  |
| flv         | h263p       | ac3         | enc_failed  |
| flv         | h263p       | flac        | enc_failed  |
| flv         | h263p       | g726        | enc_failed  |
| flv         | h263p       | libamr_nb   | enc_failed  |
| flv         | h263p       | libamr_wb   | enc_failed  |
| flv         | h263p       | mp2         | enc_failed  |
| flv         | h263p       | mp3         | enc_failed  |
| flv         | h263p       | roq_dpcm    | enc_failed  |
| flv         | h263p       | sonic       | enc_failed  |
| flv         | h263p       | sonicls     | enc_failed  |
| flv         | h263p       | vorbis      | enc_failed  |
| flv         | h263p       | wmav1       | enc_failed  |
| flv         | h263p       | wmav2       | enc_failed  |
| flv         | h264        | aac         | enc_failed  |
| flv         | h264        | ac3         | enc_failed  |
| flv         | h264        | flac        | enc_failed  |
| flv         | h264        | g726        | enc_failed  |
| flv         | h264        | libamr_nb   | enc_failed  |
| flv         | h264        | libamr_wb   | enc_failed  |
| flv         | h264        | mp2         | enc_failed  |
| flv         | h264        | mp3         | enc_failed  |
| flv         | h264        | roq_dpcm    | enc_failed  |
| flv         | h264        | sonic       | enc_failed  |
| flv         | h264        | sonicls     | enc_failed  |
| flv         | h264        | vorbis      | enc_failed  |
| flv         | h264        | wmav1       | enc_failed  |
| flv         | h264        | wmav2       | enc_failed  |
| flv         | huffyuv     | aac         | enc_failed  |
| flv         | huffyuv     | ac3         | enc_failed  |
| flv         | huffyuv     | flac        | enc_failed  |
| flv         | huffyuv     | g726        | enc_failed  |
| flv         | huffyuv     | libamr_nb   | enc_failed  |
| flv         | huffyuv     | libamr_wb   | enc_failed  |
| flv         | huffyuv     | mp2         | enc_failed  |
| flv         | huffyuv     | mp3         | enc_failed  |
| flv         | huffyuv     | roq_dpcm    | enc_failed  |
| flv         | huffyuv     | sonic       | enc_failed  |
| flv         | huffyuv     | sonicls     | enc_failed  |
| flv         | huffyuv     | vorbis      | enc_failed  |
| flv         | huffyuv     | wmav1       | enc_failed  |
| flv         | huffyuv     | wmav2       | enc_failed  |
| flv         | libtheora   | aac         | enc_failed  |
| flv         | libtheora   | ac3         | enc_failed  |
| flv         | libtheora   | flac        | enc_failed  |
| flv         | libtheora   | g726        | enc_failed  |
| flv         | libtheora   | libamr_nb   | enc_failed  |
| flv         | libtheora   | libamr_wb   | enc_failed  |
| flv         | libtheora   | mp2         | enc_failed  |
| flv         | libtheora   | mp3         | enc_failed  |
| flv         | libtheora   | roq_dpcm    | enc_failed  |
| flv         | libtheora   | sonic       | enc_failed  |
| flv         | libtheora   | sonicls     | enc_failed  |
| flv         | libtheora   | vorbis      | enc_failed  |
| flv         | libtheora   | wmav1       | enc_failed  |
| flv         | libtheora   | wmav2       | enc_failed  |
| flv         | ljpeg       | aac         | enc_failed  |
| flv         | ljpeg       | ac3         | enc_failed  |
| flv         | ljpeg       | flac        | enc_failed  |
| flv         | ljpeg       | g726        | enc_failed  |
| flv         | ljpeg       | libamr_nb   | enc_failed  |
| flv         | ljpeg       | libamr_wb   | enc_failed  |
| flv         | ljpeg       | mp2         | enc_failed  |
| flv         | ljpeg       | mp3         | enc_failed  |
| flv         | ljpeg       | roq_dpcm    | enc_failed  |
| flv         | ljpeg       | sonic       | enc_failed  |
| flv         | ljpeg       | sonicls     | enc_failed  |
| flv         | ljpeg       | vorbis      | enc_failed  |
| flv         | ljpeg       | wmav1       | enc_failed  |
| flv         | ljpeg       | wmav2       | enc_failed  |
| flv         | mjpeg       | aac         | enc_failed  |
| flv         | mjpeg       | ac3         | enc_failed  |
| flv         | mjpeg       | flac        | enc_failed  |
| flv         | mjpeg       | g726        | enc_failed  |
| flv         | mjpeg       | libamr_nb   | enc_failed  |
| flv         | mjpeg       | libamr_wb   | enc_failed  |
| flv         | mjpeg       | mp2         | enc_failed  |
| flv         | mjpeg       | mp3         | enc_failed  |
| flv         | mjpeg       | roq_dpcm    | enc_failed  |
| flv         | mjpeg       | sonic       | enc_failed  |
| flv         | mjpeg       | sonicls     | enc_failed  |
| flv         | mjpeg       | vorbis      | enc_failed  |
| flv         | mjpeg       | wmav1       | enc_failed  |
| flv         | mjpeg       | wmav2       | enc_failed  |
| flv         | mpeg1video  | aac         | enc_failed  |
| flv         | mpeg1video  | ac3         | enc_failed  |
| flv         | mpeg1video  | flac        | enc_failed  |
| flv         | mpeg1video  | g726        | enc_failed  |
| flv         | mpeg1video  | libamr_nb   | enc_failed  |
| flv         | mpeg1video  | libamr_wb   | enc_failed  |
| flv         | mpeg1video  | mp2         | enc_failed  |
| flv         | mpeg1video  | mp3         | enc_failed  |
| flv         | mpeg1video  | roq_dpcm    | enc_failed  |
| flv         | mpeg1video  | sonic       | enc_failed  |
| flv         | mpeg1video  | sonicls     | enc_failed  |
| flv         | mpeg1video  | vorbis      | enc_failed  |
| flv         | mpeg1video  | wmav1       | enc_failed  |
| flv         | mpeg1video  | wmav2       | enc_failed  |
| flv         | mpeg2video  | aac         | enc_failed  |
| flv         | mpeg2video  | ac3         | enc_failed  |
| flv         | mpeg2video  | flac        | enc_failed  |
| flv         | mpeg2video  | g726        | enc_failed  |
| flv         | mpeg2video  | libamr_nb   | enc_failed  |
| flv         | mpeg2video  | libamr_wb   | enc_failed  |
| flv         | mpeg2video  | mp2         | enc_failed  |
| flv         | mpeg2video  | mp3         | enc_failed  |
| flv         | mpeg2video  | roq_dpcm    | enc_failed  |
| flv         | mpeg2video  | sonic       | enc_failed  |
| flv         | mpeg2video  | sonicls     | enc_failed  |
| flv         | mpeg2video  | vorbis      | enc_failed  |
| flv         | mpeg2video  | wmav1       | enc_failed  |
| flv         | mpeg2video  | wmav2       | enc_failed  |
| flv         | mpeg4       | aac         | enc_failed  |
| flv         | mpeg4       | ac3         | enc_failed  |
| flv         | mpeg4       | flac        | enc_failed  |
| flv         | mpeg4       | g726        | enc_failed  |
| flv         | mpeg4       | libamr_nb   | enc_failed  |
| flv         | mpeg4       | libamr_wb   | enc_failed  |
| flv         | mpeg4       | mp2         | enc_failed  |
| flv         | mpeg4       | mp3         | enc_failed  |
| flv         | mpeg4       | roq_dpcm    | enc_failed  |
| flv         | mpeg4       | sonic       | enc_failed  |
| flv         | mpeg4       | sonicls     | enc_failed  |
| flv         | mpeg4       | vorbis      | enc_failed  |
| flv         | mpeg4       | wmav1       | enc_failed  |
| flv         | mpeg4       | wmav2       | enc_failed  |
| flv         | msmpeg4     | aac         | enc_failed  |
| flv         | msmpeg4     | ac3         | enc_failed  |
| flv         | msmpeg4     | flac        | enc_failed  |
| flv         | msmpeg4     | g726        | enc_failed  |
| flv         | msmpeg4     | libamr_nb   | enc_failed  |
| flv         | msmpeg4     | libamr_wb   | enc_failed  |
| flv         | msmpeg4     | mp2         | enc_failed  |
| flv         | msmpeg4     | mp3         | enc_failed  |
| flv         | msmpeg4     | roq_dpcm    | enc_failed  |
| flv         | msmpeg4     | sonic       | enc_failed  |
| flv         | msmpeg4     | sonicls     | enc_failed  |
| flv         | msmpeg4     | vorbis      | enc_failed  |
| flv         | msmpeg4     | wmav1       | enc_failed  |
| flv         | msmpeg4     | wmav2       | enc_failed  |
| flv         | msmpeg4v2   | aac         | enc_failed  |
| flv         | msmpeg4v2   | ac3         | enc_failed  |
| flv         | msmpeg4v2   | flac        | enc_failed  |
| flv         | msmpeg4v2   | g726        | enc_failed  |
| flv         | msmpeg4v2   | libamr_nb   | enc_failed  |
| flv         | msmpeg4v2   | libamr_wb   | enc_failed  |
| flv         | msmpeg4v2   | mp2         | enc_failed  |
| flv         | msmpeg4v2   | mp3         | enc_failed  |
| flv         | msmpeg4v2   | roq_dpcm    | enc_failed  |
| flv         | msmpeg4v2   | sonic       | enc_failed  |
| flv         | msmpeg4v2   | sonicls     | enc_failed  |
| flv         | msmpeg4v2   | vorbis      | enc_failed  |
| flv         | msmpeg4v2   | wmav1       | enc_failed  |
| flv         | msmpeg4v2   | wmav2       | enc_failed  |
| flv         | roqvideo    | aac         | enc_failed  |
| flv         | roqvideo    | ac3         | enc_failed  |
| flv         | roqvideo    | flac        | enc_failed  |
| flv         | roqvideo    | g726        | enc_failed  |
| flv         | roqvideo    | libamr_nb   | enc_failed  |
